Age,Sleep_Hours,Screen_Time,Stress_Level,Noise_Exposure,Social_Interaction,Work_Hours,Exercise_Hours,Caffeine_Intake,Multitasking_Habit,Anxiety_Score,Depression_Score,Sensory_Sensitivity,Meditation_Habit,Overthinking_Score,Irritability_Score,Headache_Frequency,Sleep_Quality,Tech_Usage_Hours,Heart_Rate,Overstimulated,screen_per_sleep,stress_sleep_inter,tech_per_work,caff_headache,high_stress_flag,low_sleep_flag,hr_age_ratio,log_Screen_Time,sqrt_Tech_Usage_Hours,hr_bin
26.0,7.073817179,6.14360098,3,0,4,14,1.094916878,2,0,9,5,2,0,3,5,3,2,2.358255402,72.7,0,0.8684985710034887,21.221451537,0.168446802396657,6,0,0,2.7961537386094717,1.966216988150931,1.5356612263126266,1
22.0,3.010316755,5.556111014,8,2,7,14,0.001918383,1,0,3,7,4,1,3,3,3,3,4.327399793,91.5,1,1.8456892149579738,24.08253404,0.3090999631357169,3,1,1,4.1590907200413305,1.8803975939291884,2.080240320972555,2
18.0,6.665469431,4.430289021,6,0,0,7,0.001918383,2,1,9,4,1,0,1,1,2,2,7.957215249,78.7,0,0.6646626171193347,39.992816586000004,1.1367448731793037,4,0,0,4.372221979321001,1.6919923592328525,2.820853638351341,1
20.0,9.98474599,9.043819206,4,1,7,14,2.268612872,3,0,8,6,1,0,4,2,3,3,5.674243588,75.5,1,0.9057634825456905,39.93898396,0.40530308447835117,9,0,0,3.774999811250009,2.3069574409342093,2.3820670830184443,1
23.0,6.495959142,5.80835345,6,3,6,14,0.75353816,2,1,5,6,4,1,6,6,4,3,9.260978589,84.9,0,0.8941485666523352,38.975754852,0.6614984233929698,8,0,0,3.6913041873346004,1.918150306785954,3.043185598842108,1
29.0,3.860245437,10.02245474,6,2,2,10,1.839851193,0,1,4,8,0,1,7,5,4,3,5.535736814,81.1,1,2.5963251060699055,23.161472622,0.5535736260426374,0,0,1,2.796551627705116,2.399934532095007,2.3528146578088127,1
29.0,7.54493049,6.099484691,4,4,3,9,1.755797924,3,1,6,2,4,0,3,4,3,3,9.552107898,79.1,0,0.808421481239984,30.17972196,1.0613452040727551,9,0,0,2.7275861128418577,1.9600222026809118,3.0906484591425145,1
19.0,6.186821551,6.064634844,4,1,6,4,0.081384388,3,1,5,5,3,0,1,3,6,3,6.102779395,76.0,1,0.9802503294715879,24.747286204,1.525694467326383,18,0,0,3.999999789473695,1.9551013295919888,2.4703804150373276,1
26.0,7.594162548,6.409024847,2,2,2,11,1.47048359,0,1,9,4,4,1,7,2,6,4,4.713830846,73.4,0,0.8439408509562428,15.188325096,0.4285300379518147,0,0,0,2.8230768144970457,2.0026988310528675,2.1711358423645444,1
22.0,5.694577782,4.528201839,2,3,5,6,2.999450158,2,1,7,5,3,1,9,8,0,2,5.123367756,71.6,1,0.7951776614827418,11.389155564,0.8538944836842528,0,0,0,3.2545453066115764,1.7098625979189335,2.263485753434291,1
25.0,7.003970196,5.587855915,2,2,1,8,2.484982417,4,0,6,1,4,0,6,6,3,3,8.877175664,71.7,1,0.7978125207298468,14.007940392,1.1096468192941475,12,0,0,2.8679998852800046,1.88522794125048,2.979458954911109,1
24.0,6.762192398,5.414904696,4,4,2,11,2.826490362,1,1,5,6,2,0,9,8,1,3,2.773615144,74.5,1,0.8007615838969532,27.048769592,0.25214680835029013,1,0,0,3.1041665373263942,1.8586241415270002,1.6654174083394229,1
22.0,8.214495699,5.044219285,5,4,8,9,0.868089473,1,0,7,5,1,0,5,4,3,2,3.731384434,76.6,1,0.6140630972088725,41.072478495,0.4145982243779751,3,0,0,3.4818180235537257,1.7991023251884728,1.9316791747078499,1
21.0,5.721848398,2.572413612,3,4,9,9,0.470058989,3,0,7,6,1,0,1,4,4,3,2.510847943,77.4,1,0.44957730151009473,17.165545194,0.2789830737796585,12,0,0,3.6857141102040902,1.2732414491439268,1.5845655376159107,1
28.0,5.404335171,5.644031739,6,2,6,11,1.758092778,2,1,2,1,2,0,8,6,5,3,7.502461842,83.5,1,1.0443524533662842,32.426011026,0.6820419236325524,10,0,0,2.9821427506377587,1.8937189688317513,2.7390622194466485,1
22.0,3.478271196,11.03927355,4,2,9,14,2.177151123,2,1,7,5,4,0,3,1,5,4,2.859738117,77.6,0,3.173780810683857,13.913084784,0.2042669937666433,10,0,1,3.5272725669421554,2.488174101681625,1.6910760234241393,1
20.0,4.382277792,7.159074497,3,3,6,13,2.999450158,1,1,1,3,1,0,6,4,6,3,6.993957968,74.1,1,1.633641955885859,13.146833376,0.5379967253848673,6,0,1,3.7049998147500087,2.0991307430582453,2.6446092278444464,1
27.0,4.273036309,6.120019111,5,1,6,7,1.921899209,3,1,5,6,4,0,2,4,2,1,3.11324365,84.1,1,1.4322409725068002,21.365181545,0.4447490293215672,6,0,1,3.114814699451307,1.9629104095494956,1.7644386217718087,1
29.0,6.398339171,10.06598374,1,4,5,4,2.300182732,3,1,4,5,4,1,4,5,3,4,6.501036991,62.7,1,1.573217970751746,6.398339171,1.6252588414352898,9,0,0,2.1620688909631416,2.403875875109214,2.549713119352842,0
29.0,5.950328798,8.400454171,9,2,5,10,0.666726851,3,0,3,7,4,0,8,4,1,1,4.713665472,88.0,0,1.411762785622996,53.552959182,0.47136650006335,3,1,0,3.0344826539833565,2.2407580041726045,2.171097757356863,2
19.0,5.917585681,4.840347987,5,1,0,4,1.795616838,2,1,7,7,2,0,6,4,1,2,6.053668775,79.1,1,0.8179597947489703,29.587928405,1.513416815395796,2,0,0,4.16315767562328,1.7647903818799806,2.4604204467935964,1
22.0,7.730387477,4.375429862,7,2,5,14,0.001918383,3,1,3,2,3,1,9,7,4,2,4.842069559,87.0,1,0.5660038787207252,54.112712339,0.34586208665270807,12,1,0,3.9545452747933965,1.681838545141532,2.2004703040486593,2
28.0,6.482903777,6.736834786,5,2,2,11,1.076515407,1,0,6,3,4,1,4,2,3,3,1.043910516,81.7,1,1.0391691714956066,32.414518885,0.09490094737264115,3,0,0,2.9178570386479628,2.0459926615846373,1.0217193920054566,1
26.0,7.759178517,7.57269885,6,1,7,7,1.600743397,2,1,3,6,2,1,4,7,1,3,7.61707972,82.1,1,0.975966445087212,46.555071102,1.0881540902637015,2,0,0,3.157692186242608,2.1485826013530422,2.7599057447673827,1
30.0,7.597092083,4.333077092,9,3,5,8,2.264130863,4,1,4,3,3,0,6,3,3,4,9.038569451,88.6,1,0.5703598790563877,68.373828747,1.1298210401473703,12,1,0,2.953333234888892,1.6739283871674615,3.006421369502286,2
27.0,8.852222782,4.797676411,5,4,5,13,2.191300585,3,1,2,5,3,0,5,4,1,3,3.974716996,81.9,0,0.5419741444805695,44.26111391,0.30574743771173557,3,0,0,3.0333332209876587,1.7574572184901227,1.993669229335699,1
19.0,7.725565533,2.828518508,6,1,2,11,0.902237359,3,0,1,5,1,0,6,1,3,3,8.326383582,84.9,0,0.36612441248391225,46.353393198,0.7569438931869189,9,0,0,4.468420817451536,1.3424779158286522,2.885547362633301,1
23.0,5.214612245,10.66150106,5,1,4,11,2.917149708,2,0,9,1,0,1,8,6,3,1,5.333544481,79.4,1,2.044543010015693,26.073061224999996,0.4848676360120331,6,0,0,3.452173762948967,2.4562929084856546,2.3094467911168683,1
22.0,4.142101844,11.87236769,4,3,4,8,2.170104458,0,0,6,5,1,1,6,4,0,2,9.443592089,76.7,1,2.866265792313099,16.568407376,1.1804488635688921,0,0,1,3.486363477892569,2.5550829743846557,3.0730428062426984,1
20.0,5.57753251,10.8861745,9,4,7,9,0.582841056,1,0,1,3,0,0,4,6,2,2,4.043284653,87.1,0,1.9517900664302774,50.19779259,0.4492538004162444,2,1,0,4.35499978225001,2.4753759179741746,2.010792046184786,2
20.0,8.979556614,4.669470707,4,2,8,13,1.916621734,0,0,3,8,2,1,4,5,6,4,6.936556409,71.1,1,0.5200112196752147,35.918226456,0.5335812211860599,0,0,0,3.5549998222500085,1.7350957636468534,2.633734308733514,1
27.0,4.167535022,6.290840549,6,0,3,10,1.469230927,3,1,4,6,2,0,4,7,2,2,5.564378259,80.9,1,1.5094867844671986,25.005210132000002,0.556437770256223,6,0,1,2.9962961853223637,1.9866188410199335,2.358893439517775,1
26.0,7.524939492,8.41346221,1,4,6,11,1.054143742,4,0,9,6,2,1,4,6,1,2,5.571864223,62.3,1,1.1180769095708618,7.524939492,0.5065330651333578,4,0,0,2.3961537539940863,2.2421408147272355,2.3604796595183783,0
27.0,6.926291737,5.552362452,5,1,7,12,1.722637159,2,0,5,5,2,0,6,5,3,3,5.695527844,80.0,1,0.8016355448477487,34.631458685,0.47462728078106,6,0,0,2.962962853223598,1.879825664312532,2.3865305034715143,1
22.0,7.478809694,6.108555594,3,3,8,10,1.835852027,2,1,4,5,2,0,4,8,0,4,7.713656163,74.7,0,0.8167816841387214,22.436429082,0.7713655391634461,0,0,0,3.3954543911157096,1.9612990718409755,2.777346964820924,1
25.0,6.180933377,11.0137221,4,2,6,9,1.586681063,2,0,6,4,3,1,5,9,3,1,8.911582392,72.4,1,1.7818862696525926,24.723733508,0.9901757113138099,6,0,0,2.8959998841600045,2.486049504813674,2.985227360185485,1
21.0,5.695834184,4.345726567,2,3,2,8,0.885161972,2,1,4,1,3,0,3,8,3,3,6.470817409,71.2,1,0.7629656453556539,11.391668368,0.8088520750184908,6,0,0,3.390476029024951,1.6762974691957946,2.5437801416396035,1
26.0,4.32555391,7.35599312,2,4,6,7,1.362879403,2,0,4,3,0,0,3,4,6,2,9.984089187,72.1,0,1.7005894672598203,8.65110782,1.4262982515288212,12,0,1,2.7730768164201223,2.122979020333521,3.159760938267324,1
29.0,7.366459327,3.948995575,4,3,5,14,0.001918383,1,0,4,2,3,1,6,8,2,2,5.998160499,77.8,1,0.5360777632271907,29.465837308,0.4284400050399997,2,0,0,2.6827585281807402,1.599184641849325,2.4491142274299906,1
19.0,4.47873693,10.59230628,4,0,5,11,0.001918383,0,1,9,5,2,1,1,4,0,4,9.984089187,82.8,0,2.36502033509248,17.91494772,0.9076443890323284,0,0,1,4.357894507479236,2.4503416263394526,3.159760938267324,1
27.0,8.580459296,11.16968202,4,4,1,8,0.383623924,0,0,2,9,3,1,6,4,6,4,5.942907996,72.5,1,1.3017579051332515,34.321837184,0.7428634066420742,0,0,0,2.6851850857338855,2.4989477784740295,2.4378080309983394,1
21.0,7.050560518,2.10860049,5,2,4,12,1.65228509,4,0,6,6,2,1,6,9,2,3,1.017869897,78.4,1,0.2990684478983366,35.25280259,0.08482248434812631,8,0,0,3.733333155555564,1.134172621693876,1.0088953845667052,1
22.0,6.004606107,2.278964877,8,2,5,9,0.622837011,3,0,7,6,1,1,9,6,5,4,6.529389812,91.3,0,0.3795360522994498,48.036848856,0.7254876762791471,15,1,0,4.149999811363645,1.187527786307735,2.5552670725386024,2
28.0,5.254093892,6.549340701,9,2,4,11,2.070229405,1,0,2,6,1,1,2,3,1,2,8.261338329,87.8,1,1.2465212059592166,47.286845028,0.7510306889063011,1,1,0,3.1357141737244936,2.0214602350770776,2.8742543953171578,2
18.0,6.137744169,8.499247866,1,1,8,11,1.833418631,0,1,6,7,4,1,7,7,3,1,4.522567458,67.7,1,1.384750854259521,6.137744169,0.41114245880523104,0,0,0,3.7611109021605054,2.251212623472227,2.126632892156049,0
30.0,6.989027748,3.238438331,2,2,8,14,2.999450158,4,0,5,5,0,1,2,4,1,3,2.864208848,70.3,1,0.4633602819171005,13.978055496,0.2045863316724049,4,0,0,2.3433332552222246,1.4441948832376954,1.6923973670506582,1
20.0,7.225091611,7.193943041,4,0,8,8,2.999450158,2,0,8,4,1,0,6,6,6,3,3.594944878,71.7,1,0.9956886960933101,28.900366444,0.44936805357899334,12,0,0,3.584999820750009,2.1033952277946852,1.8960339865097355,1
28.0,8.852084146,6.691166191,2,0,3,12,1.292940014,1,0,7,5,2,1,5,7,5,2,4.52081716,72.6,0,0.7558858823249733,17.704168292,0.3767347319387724,5,0,0,2.592857050255105,2.040072422344902,2.1262213337279823,1
29.0,7.1943726,2.763134164,6,1,2,7,2.356421528,2,0,4,9,1,1,2,4,1,3,6.080877647,82.0,1,0.38406876228946457,43.1662356,0.8686966826147596,2,0,0,2.8275861093935823,1.325252164443708,2.465943561195187,1
21.0,8.082185633,6.220788113,9,1,2,14,1.694362946,4,1,4,5,2,1,5,6,4,2,5.824125968,94.0,1,0.769691222867855,72.739670697,0.41600896799935944,16,1,0,4.476190263038559,1.976964103872759,2.41332259923948,2
23.0,7.294153976,6.767419456,2,1,4,9,0.388015081,2,1,9,7,1,0,6,6,5,4,1.918985352,72.4,1,0.9277866289195773,14.588307952,0.21322057097549213,10,0,0,3.147825950094524,2.0499379928717922,1.3852744681109228,1
30.0,6.327113441,4.202818004,3,2,9,4,2.42464979,0,1,6,6,0,1,4,5,1,4,6.975137627,75.8,0,0.6642550949869882,18.981340322999998,1.743783970804007,0,0,0,2.526666582444447,1.6492004026458376,2.641048584748111,1
22.0,4.173167443,5.666457036,7,1,1,9,1.168902994,3,1,5,7,1,1,2,3,6,4,5.516138103,88.1,0,1.3578308935755556,29.212172100999997,0.6129041655662039,18,1,1,4.004545272520669,1.8970885397914894,2.3486460148349306,2
20.0,9.221350167,8.607658478,1,1,3,7,1.852966568,0,1,5,4,4,0,1,5,4,2,3.310426789,64.0,0,0.9334487237405954,9.221350167,0.472918045154565,0,0,0,3.199999840000008,2.2625605385589123,1.8194578283104008,0
25.0,9.649697734,8.812644847,9,1,0,9,2.806771893,2,1,7,6,0,0,7,5,5,2,5.834697104,84.7,0,0.9132559564734698,86.847279606,0.6482996061889327,10,1,0,3.3879998644800056,2.283671844477284,2.4155117685492655,1
30.0,7.607717967,4.571351098,6,0,3,4,1.969140506,1,1,2,5,0,0,8,9,6,4,2.57472345,80.0,1,0.6008832762920329,45.646307802,0.6436807015798246,6,0,0,2.6666665777777805,1.7176375914904716,1.6045944814812245,1
30.0,5.255111413,5.965354389,7,4,7,9,1.317912039,3,0,2,4,0,0,5,6,4,1,3.89238295,84.8,0,1.1351525752794587,36.785779891,0.4324869463903393,12,1,0,2.8266665724444473,1.9409484873443892,1.9729123016495183,1
19.0,6.30945547,3.75295446,4,2,0,4,2.951909203,2,0,8,7,1,0,8,6,4,4,7.21826301,72.5,1,0.5948142249406787,25.23782188,1.8045653013586747,8,0,0,3.815789272853196,1.5587664162689083,2.686682528695938,1
23.0,5.696783035,5.983490093,5,4,0,5,1.274895842,1,1,6,6,0,1,5,3,3,3,1.017869897,82.0,0,1.050327703532121,28.483915175,0.20357393868521226,3,0,0,3.5652172362949024,1.9435488051330558,1.0088953845667052,1
25.0,5.274636085,8.492825766,7,1,9,10,0.809472274,4,0,6,6,3,0,2,1,4,4,7.67949582,85.0,0,1.610125138306079,36.922452595,0.7679495052050495,16,1,0,3.399999864000005,2.2505363307862134,2.771190325473875,1
19.0,8.605927324,8.005851864,7,3,6,14,1.407470952,4,0,7,5,0,0,3,7,2,3,3.693555244,86.4,1,0.9302717339247969,60.241491268,0.2638253557267603,8,1,0,4.547368181717464,2.1978745731542713,1.9218624414874235,2
24.0,6.204119148,5.332229389,4,4,2,9,1.22084014,3,1,3,4,4,1,9,6,3,2,5.886948186,73.6,1,0.8594658487906511,24.816476592,0.6541052813216355,9,0,0,3.0666665388888936,1.8456523683051,2.4263033994123653,1
19.0,7.406884717,4.567181166,9,1,5,12,1.539485769,0,1,7,6,1,1,6,5,0,4,1.017869897,91.5,1,0.6166128843486246,66.661962453,0.08482248434812631,0,1,0,4.81578922022162,1.71688885151361,1.0088953845667052,2
20.0,6.446429851,8.062514026,7,4,7,5,1.437581532,1,1,5,9,1,0,5,4,5,3,5.976538036,79.2,0,1.2506942542863553,45.125008957000006,1.1953073681385264,5,1,0,3.95999980200001,2.204146567876147,2.4446958984708096,1
24.0,5.510174844,5.487207585,5,3,8,7,0.983920079,4,0,2,5,2,0,9,4,3,4,5.389829246,82.8,1,0.9958316649685491,27.550874219999997,0.769975496574929,12,0,0,3.4499998562500056,1.8698321738730788,2.3216005784802864,1
20.0,5.016344746,7.847496658,7,3,2,8,0.001918383,1,0,3,5,2,0,1,8,0,4,5.466927655,85.8,1,1.564385123225914,35.114413221999996,0.6833658714542662,0,1,0,4.289999785500011,2.180134555503587,2.338146200518693,2
20.0,7.489869731,5.729280539,6,3,9,8,1.026050298,1,0,5,5,1,0,4,7,4,1,8.250236992,79.2,1,0.7649371724517151,44.939218386,1.0312794950900632,4,0,0,3.95999980200001,1.9064682343759212,2.872322577984583,1
29.0,9.196889817,3.273931016,7,2,4,9,1.980265857,2,1,9,7,4,1,7,6,2,1,7.054794457,83.7,1,0.35598237286326156,64.378228719,0.7838659636815596,4,1,0,2.8862067970273517,1.4525340163829832,2.656086304508948,1
21.0,8.531738955,5.766579899,3,1,6,4,1.604782656,4,1,5,3,3,1,4,9,1,2,7.391942457,78.1,0,0.6758972881751412,25.595216864999998,1.8479851522537118,4,0,0,3.719047441950121,1.9119957744895373,2.718812692518556,1
18.0,6.94133376,4.009413573,3,1,0,7,2.502736381,4,1,3,1,2,1,3,3,5,1,4.469917557,80.2,1,0.5776142070116785,20.82400128,0.6385595597772057,20,0,0,4.455555308024705,1.6113188569483305,2.1142179539962287,1
29.0,9.014545623,7.715272038,3,3,5,5,0.328479177,3,0,1,3,3,1,5,8,1,2,7.932487969,75.2,1,0.85586911473895,27.043636869,1.5864972765005447,3,0,0,2.593103358858505,2.165076893401619,2.816467285270681,1
28.0,8.166461431,10.81671102,9,4,3,10,0.082931445,0,1,6,3,4,1,2,4,1,3,5.522147351,91.5,0,1.324528351338472,73.498152879,0.552214679878532,0,1,0,3.267857026147963,2.4695147177585537,2.3499249671000135,2
30.0,5.66812347,7.575292338,5,0,4,9,1.897103567,4,0,3,7,4,0,9,9,0,2,6.336573629,86.1,1,1.3364724748184649,28.340617350000002,0.7040636583262603,0,0,0,2.869999904333336,2.148885084365932,2.51725517756941,2
18.0,7.140995784,9.629403523,9,1,6,6,0.717636463,3,0,5,3,3,1,3,9,3,1,1.017869897,90.9,1,1.348467701956607,64.268962056,0.16964495455917422,9,1,0,5.04999971944446,2.363624078173653,1.0088953845667052,2
25.0,7.76938417,3.770194426,7,2,1,7,2.312284714,1,1,7,6,2,0,4,1,3,3,3.982848946,81.4,1,0.4852629060736861,54.38568919,0.5689783395745229,3,1,0,3.2559998697600054,1.5623870642372917,1.9957076303907844,1
19.0,6.530868312,2.343845081,2,1,7,12,0.888993993,3,1,2,8,2,0,3,7,4,3,4.907433056,75.0,1,0.35888715100964497,13.061736624,0.40895272058727333,12,0,0,3.9473682132964094,1.2071213666971525,2.21527268208679,1
24.0,6.114259357,6.089130816,5,3,1,13,0.686073994,2,0,8,3,0,0,8,4,2,2,4.323038363,84.6,1,0.9958900112960957,30.571296785,0.3325413869583549,4,0,0,3.5249998531250055,1.9585627400810928,2.0791917571498786,1
26.0,6.103056401,3.947446901,7,2,0,5,1.994627621,4,1,3,4,3,1,3,1,3,3,9.984089187,85.2,0,0.6467982589108865,42.721394806999996,1.9968174380365125,12,1,0,3.276922950887579,1.598871665945833,3.159760938267324,2
27.0,6.648838815,8.364806478,6,1,4,12,1.101616636,1,0,7,1,3,1,2,5,5,3,7.997080129,80.4,1,1.2580851262394264,39.89303289,0.6664232885480593,5,0,0,2.977777667489716,2.236958671293859,2.827910912493532,1
27.0,5.456693371,5.93667835,3,2,8,9,1.573595091,2,1,9,2,1,0,3,7,4,4,9.984089187,79.5,0,1.087962408441072,16.370080113,1.1093431197396535,8,0,0,2.9444443353909504,1.9368230360224157,3.159760938267324,1
23.0,7.749956837,5.185209156,4,1,5,6,0.646912089,2,0,4,3,0,1,7,7,1,2,1.406450949,75.9,1,0.6690628858965753,30.999827348,0.23440845243192457,2,0,0,3.2999998565217457,1.8221608219258743,1.1859388470743337,1
22.0,7.751688419,6.257447866,9,2,0,4,1.197293788,0,0,6,3,1,0,5,6,2,2,7.348187664,90.5,1,0.8072366587162927,69.765195771,1.8370464567383857,0,1,0,4.113636176652901,1.982028233425466,2.710754076636241,2
29.0,6.16846403,6.93674843,5,1,2,6,1.299000484,0,0,4,6,1,0,8,6,0,3,4.532315947,78.1,0,1.124550175167322,30.84232015,0.7553858652690224,0,0,0,2.693103355410229,2.071503673751557,2.1289236592701015,1
23.0,3.703611402,1.62594418,6,0,7,4,2.935476298,3,1,5,6,4,0,1,3,0,2,5.885591369,85.4,0,0.43901575097922463,22.221668412,1.4713974744006313,0,0,1,3.7130433168242036,0.9654405189905504,2.4260237775009545,2
23.0,3.010316755,9.916194391,3,3,4,10,2.557444313,0,1,1,1,1,1,4,5,1,1,2.746013218,72.2,1,3.2940689980417033,9.030950265,0.27460129433987057,0,0,1,3.139130298298683,2.3902474105841987,1.6571098991919637,1
20.0,8.47410916,3.698140095,7,1,4,7,1.750883329,3,1,5,3,2,1,5,4,5,4,4.33420169,83.4,0,0.43640453394814027,59.31876412,0.619171581546917,15,1,0,4.16999979150001,1.5471667059283376,2.0818745615430343,1
20.0,3.87952294,7.318553423,4,4,9,8,1.620470393,4,0,9,3,3,0,5,7,4,1,8.957214102,78.7,0,1.886456569462489,15.51809176,1.1196516227935474,16,0,1,3.93499980325001,2.1184883722885393,2.9928605216414614,1
24.0,6.853520967,9.929076881,9,2,1,11,1.31417245,1,0,9,8,2,0,9,6,4,3,7.721647545,81.8,1,1.4487553886613231,61.681688703,0.7019678948211004,4,1,0,3.40833319131945,2.391426841256673,2.778785264283658,1
21.0,4.228323763,3.163287529,5,1,8,10,0.34403732,3,0,2,2,2,0,5,8,1,2,4.357544211,85.5,1,0.7481183935255827,21.141618814999998,0.43575437752456225,3,0,1,4.07142837755103,1.4263050335673826,2.087473164138883,2
24.0,4.723323867,10.81279116,4,1,0,9,2.397336698,2,1,8,4,3,1,1,4,4,3,3.455686546,79.7,0,2.289233001004163,18.893295468,0.3839651291149857,8,0,1,3.3208331949652834,2.469182940981701,1.8589476985649704,1
22.0,7.093131967,7.447863879,4,0,2,8,2.10530632,1,0,1,5,2,1,7,5,6,1,7.14199816,79.8,0,1.0500104697952717,28.372527868,0.8927496584062928,6,0,0,3.6272725623967013,2.1339136140263277,2.6724517133149477,1
20.0,6.637297187,3.777094375,7,3,4,9,2.999450158,3,1,3,1,0,0,3,5,2,1,3.715470458,86.3,0,0.5690710690681223,46.461080308999996,0.41283000501888834,6,1,0,4.31499978425001,1.563832490335765,1.9275555654766479,2
19.0,4.394222527,5.237634564,4,0,8,8,0.200524423,4,1,4,9,3,1,4,1,2,4,1.882624938,81.3,1,1.1919363072492146,17.576890108,0.23532808783398904,8,0,1,4.2789471432133075,1.8306010342317085,1.3720878025840766,1
22.0,9.335430646,4.693397491,7,3,6,7,1.471783123,0,1,7,3,4,0,4,2,3,3,6.365697325,82.3,0,0.5027509888105713,65.348014522,0.9093852022306854,0,1,0,3.740908920867776,1.7393071685398274,2.523033357884909,1
22.0,5.535537123,9.403563294,9,4,9,10,1.13469927,1,0,3,3,0,0,8,8,1,2,7.70021536,84.6,1,1.6987622675613898,49.819834107,0.7700214589978541,1,1,0,3.8454543706611646,2.34214837188806,2.7749261900093845,1
19.0,4.9344427,1.442512944,4,2,9,8,1.664775955,1,0,3,9,4,0,9,5,2,3,4.265248813,79.6,0,0.2923354752228706,19.7377708,0.5331560349804957,2,0,1,4.189473463711923,0.8930274044089878,2.0652478817323603,1
22.0,7.283356808,9.893996624,5,1,5,8,0.891424685,2,1,6,3,3,1,4,6,3,2,1.442096699,73.0,1,1.3584389075506478,36.416784039999996,0.18026206484224191,6,0,0,3.3181816673553786,2.3882118690660796,1.2008733068063424,1
23.0,4.652869495,1.906099235,6,1,6,8,2.29170669,2,0,7,3,4,1,2,6,3,3,8.195947963,85.7,0,0.4096609258839902,27.91721697,1.0244933673133292,6,0,1,3.726086794517965,1.0668117128788843,2.8628566088786216,2
20.0,7.856810981,7.102312963,7,2,6,4,1.736295693,2,0,6,1,2,0,7,8,4,1,1.471789498,83.6,1,0.9039688082361406,54.997676866999996,0.3679472825131793,8,1,0,4.17999979100001,2.0921495719041237,1.2131733173788484,1
22.0,8.657365298,6.012331853,6,3,9,12,1.708008401,4,1,5,3,2,0,7,6,4,3,3.998676962,83.9,1,0.6944758539775489,51.944191788,0.333223052398079,16,0,0,3.813636190289264,1.9476702923795153,1.999669213145014,1
27.0,5.58242038,6.963849464,7,3,4,13,2.281120759,4,1,1,1,1,0,7,2,5,2,3.581074998,90.1,1,1.247460374265047,39.07694266,0.2754672863486703,20,1,0,3.337036913443077,2.074912483964037,1.8923728485686957,2
24.0,7.360163754,11.96644359,9,2,3,7,2.848025011,2,0,5,6,0,1,6,3,3,3,5.091009691,85.3,1,1.6258390932752753,66.241473786,0.7272869948161436,6,1,0,3.5541665185763947,2.562364757952262,2.2563265922733793,2
19.0,4.825293816,4.150301618,6,2,4,4,2.993369684,1,0,7,5,4,0,4,5,0,2,5.898494968,83.4,1,0.8601135839903881,28.951762896,1.4746233733441565,0,0,1,4.389473453185608,1.63905527956263,2.4286817346041865,1
20.0,5.943963248,3.419470837,5,1,8,7,1.699119989,0,0,6,3,1,0,4,8,5,4,5.919441467,75.6,1,0.5752845566240693,29.71981624,0.8456343744808037,0,0,0,3.779999811000009,1.4860199687868327,2.4329902315874596,1
21.0,7.03109024,11.96644359,3,2,5,14,2.642733002,1,1,5,4,1,0,3,4,2,4,3.747927699,72.7,1,1.7019326277438551,21.09327072,0.2677091022350641,2,0,0,3.461904597052162,2.562364757952262,1.9359565333446926,1
24.0,5.593612718,4.620061445,6,2,7,10,1.36195183,1,0,6,4,1,0,7,5,1,3,8.123057244,85.2,1,0.8259528951977588,33.561676308,0.8123056431694358,1,0,0,3.5499998520833396,1.7263425971198534,2.8500977604285787,2
21.0,7.570903002,7.559216364,6,1,6,5,2.252925069,3,0,7,7,0,1,9,6,0,1,5.14725621,81.8,1,0.9984562427423578,45.425418011999994,1.0294510361097928,0,0,0,3.8952379097505756,2.1470086397013537,2.268756533874889,1
21.0,7.105624669,7.419705442,9,1,4,13,2.609440256,4,0,9,7,3,1,1,6,3,2,7.533816704,90.0,0,1.0442015647362692,63.950622021,0.5795243172673603,12,1,0,4.285714081632663,2.1305748445069193,2.744779900829937,2
24.0,7.332599546,7.465552072,2,1,2,14,0.456627561,3,1,8,7,2,0,5,7,2,3,9.984089187,66.3,1,1.0181315653520124,14.665199092,0.7131491767036303,6,0,0,2.762499884895838,2.1360052316510427,3.159760938267324,0
28.0,3.010316755,2.639856443,3,0,7,12,1.744071472,2,0,5,3,1,1,6,1,4,4,1.017869897,80.9,1,0.876936143573322,9.030950265,0.08482248434812631,8,0,1,2.8892856110969425,1.2919442421346583,1.0088953845667052,1
28.0,4.00160913,7.985659119,8,2,3,12,0.921412811,4,1,5,4,0,1,7,1,1,1,9.135021756,90.4,1,1.995611481271415,32.01287304,0.7612517495623543,4,1,1,3.22857131326531,2.1956298752522674,3.022419851046509,2
28.0,6.758867091,9.215877603,5,1,4,12,2.220824972,0,0,8,2,1,0,8,7,4,1,6.832011709,79.5,0,1.3635238147748012,33.794335455,0.5693342616388115,0,0,0,2.8392856128826565,2.323943137746172,2.613811720266018,1
27.0,5.832940846,7.99729898,8,3,9,10,1.72313006,0,0,8,6,0,0,1,5,2,2,3.799444138,85.4,1,1.3710575539998278,46.663526768,0.37994437580556245,0,1,0,3.162962845816191,2.1969244189598673,1.949216288152754,2
22.0,7.202540173,7.300925633,9,4,8,10,2.809128067,1,1,6,5,1,1,6,8,1,2,4.905349712,90.8,1,1.013659687273821,64.822861557,0.4905349221465078,1,1,0,4.12727253966943,2.116367030632624,2.214802409245574,2
